"SimpleTree"	"RotateCl10"	"RotateCl20"	"RotateCl30"	"RotateCl40"	"RotateCl50"	"AdaBoost10"	"AdaBoost20"	"AdaBoost30"	"AdaBoost40"	"AdaBoost50"	"Bagging10"	"Bagging20"	"Bagging30"	"Bagging40"	"Bagging50"	"RandomForest10"	"RandomForest20"	"RandomForest30"	"RandomForest40"	"RandomForest50"
0.825396825396825	0.873015873015873	0.888888888888889	0.857142857142857	0.873015873015873	0.873015873015873	0.857142857142857	0.873015873015873	0.857142857142857	0.888888888888889	0.841269841269841	0.857142857142857	0.841269841269841	0.904761904761905	0.873015873015873	0.825396825396825	0.873015873015873	0.888888888888889	0.841269841269841	0.888888888888889	0.857142857142857
0.793650793650794	0.888888888888889	0.888888888888889	0.904761904761905	0.904761904761905	0.904761904761905	0.873015873015873	0.936507936507937	0.888888888888889	0.873015873015873	0.857142857142857	0.873015873015873	0.841269841269841	0.904761904761905	0.857142857142857	0.841269841269841	0.857142857142857	0.873015873015873	0.873015873015873	0.873015873015873	0.873015873015873
0.793650793650794	0.857142857142857	0.873015873015873	0.873015873015873	0.873015873015873	0.873015873015873	0.873015873015873	0.793650793650794	0.80952380952381	0.841269841269841	0.841269841269841	0.841269841269841	0.857142857142857	0.841269841269841	0.873015873015873	0.888888888888889	0.80952380952381	0.873015873015873	0.857142857142857	0.888888888888889	0.873015873015873
0.777777777777778	0.888888888888889	0.825396825396825	0.873015873015873	0.904761904761905	0.857142857142857	0.873015873015873	0.873015873015873	0.904761904761905	0.841269841269841	0.857142857142857	0.825396825396825	0.825396825396825	0.825396825396825	0.80952380952381	0.777777777777778	0.873015873015873	0.841269841269841	0.888888888888889	0.825396825396825	0.825396825396825
0.761904761904762	0.904761904761905	0.920634920634921	0.904761904761905	0.888888888888889	0.904761904761905	0.888888888888889	0.841269841269841	0.857142857142857	0.825396825396825	0.825396825396825	0.841269841269841	0.825396825396825	0.841269841269841	0.857142857142857	0.873015873015873	0.841269841269841	0.80952380952381	0.793650793650794	0.841269841269841	0.825396825396825
0.73015873015873	0.841269841269841	0.904761904761905	0.904761904761905	0.888888888888889	0.904761904761905	0.793650793650794	0.825396825396825	0.80952380952381	0.793650793650794	0.841269841269841	0.80952380952381	0.841269841269841	0.793650793650794	0.793650793650794	0.777777777777778	0.857142857142857	0.80952380952381	0.793650793650794	0.857142857142857	0.777777777777778
0.80952380952381	0.888888888888889	0.888888888888889	0.888888888888889	0.904761904761905	0.873015873015873	0.825396825396825	0.80952380952381	0.777777777777778	0.777777777777778	0.777777777777778	0.825396825396825	0.873015873015873	0.857142857142857	0.841269841269841	0.857142857142857	0.793650793650794	0.80952380952381	0.777777777777778	0.793650793650794	0.825396825396825
0.793650793650794	0.857142857142857	0.888888888888889	0.920634920634921	0.920634920634921	0.904761904761905	0.80952380952381	0.841269841269841	0.857142857142857	0.841269841269841	0.841269841269841	0.841269841269841	0.80952380952381	0.793650793650794	0.80952380952381	0.777777777777778	0.777777777777778	0.80952380952381	0.80952380952381	0.793650793650794	0.80952380952381
0.841269841269841	0.873015873015873	0.873015873015873	0.873015873015873	0.857142857142857	0.873015873015873	0.873015873015873	0.841269841269841	0.857142857142857	0.825396825396825	0.920634920634921	0.841269841269841	0.873015873015873	0.888888888888889	0.888888888888889	0.888888888888889	0.873015873015873	0.841269841269841	0.841269841269841	0.873015873015873	0.857142857142857
0.761904761904762	0.825396825396825	0.841269841269841	0.873015873015873	0.873015873015873	0.873015873015873	0.841269841269841	0.841269841269841	0.841269841269841	0.857142857142857	0.841269841269841	0.761904761904762	0.80952380952381	0.825396825396825	0.825396825396825	0.80952380952381	0.873015873015873	0.857142857142857	0.80952380952381	0.825396825396825	0.841269841269841
0.777777777777778	0.857142857142857	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.825396825396825	0.793650793650794	0.825396825396825	0.825396825396825	0.841269841269841	0.793650793650794	0.80952380952381	0.841269841269841	0.825396825396825	0.841269841269841	0.777777777777778	0.825396825396825	0.857142857142857	0.873015873015873	0.825396825396825
0.793650793650794	0.841269841269841	0.873015873015873	0.904761904761905	0.888888888888889	0.904761904761905	0.873015873015873	0.841269841269841	0.857142857142857	0.825396825396825	0.857142857142857	0.793650793650794	0.841269841269841	0.777777777777778	0.80952380952381	0.841269841269841	0.777777777777778	0.825396825396825	0.80952380952381	0.841269841269841	0.857142857142857
0.777777777777778	0.825396825396825	0.825396825396825	0.873015873015873	0.873015873015873	0.857142857142857	0.793650793650794	0.857142857142857	0.825396825396825	0.841269841269841	0.841269841269841	0.857142857142857	0.80952380952381	0.873015873015873	0.80952380952381	0.80952380952381	0.841269841269841	0.80952380952381	0.857142857142857	0.873015873015873	0.857142857142857
0.80952380952381	0.857142857142857	0.904761904761905	0.904761904761905	0.904761904761905	0.904761904761905	0.841269841269841	0.825396825396825	0.873015873015873	0.857142857142857	0.857142857142857	0.857142857142857	0.873015873015873	0.904761904761905	0.873015873015873	0.873015873015873	0.841269841269841	0.841269841269841	0.841269841269841	0.841269841269841	0.841269841269841
0.777777777777778	0.873015873015873	0.904761904761905	0.904761904761905	0.888888888888889	0.904761904761905	0.888888888888889	0.857142857142857	0.888888888888889	0.841269841269841	0.888888888888889	0.873015873015873	0.857142857142857	0.873015873015873	0.873015873015873	0.873015873015873	0.841269841269841	0.873015873015873	0.904761904761905	0.873015873015873	0.888888888888889
0.793650793650794	0.904761904761905	0.857142857142857	0.888888888888889	0.904761904761905	0.857142857142857	0.873015873015873	0.888888888888889	0.904761904761905	0.873015873015873	0.873015873015873	0.793650793650794	0.841269841269841	0.857142857142857	0.841269841269841	0.80952380952381	0.857142857142857	0.873015873015873	0.873015873015873	0.857142857142857	0.873015873015873
0.777777777777778	0.888888888888889	0.857142857142857	0.841269841269841	0.841269841269841	0.873015873015873	0.793650793650794	0.841269841269841	0.793650793650794	0.888888888888889	0.80952380952381	0.777777777777778	0.777777777777778	0.793650793650794	0.761904761904762	0.761904761904762	0.80952380952381	0.80952380952381	0.80952380952381	0.841269841269841	0.841269841269841
0.746031746031746	0.888888888888889	0.841269841269841	0.888888888888889	0.873015873015873	0.841269841269841	0.841269841269841	0.825396825396825	0.80952380952381	0.841269841269841	0.857142857142857	0.746031746031746	0.793650793650794	0.761904761904762	0.777777777777778	0.761904761904762	0.777777777777778	0.793650793650794	0.825396825396825	0.80952380952381	0.825396825396825
0.841269841269841	0.904761904761905	0.904761904761905	0.920634920634921	0.920634920634921	0.920634920634921	0.857142857142857	0.857142857142857	0.873015873015873	0.857142857142857	0.857142857142857	0.857142857142857	0.841269841269841	0.873015873015873	0.873015873015873	0.841269841269841	0.873015873015873	0.857142857142857	0.873015873015873	0.857142857142857	0.857142857142857
0.793650793650794	0.873015873015873	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.841269841269841	0.777777777777778	0.80952380952381	0.80952380952381	0.80952380952381	0.841269841269841	0.920634920634921	0.888888888888889	0.888888888888889	0.904761904761905	0.825396825396825	0.873015873015873	0.873015873015873	0.873015873015873	0.857142857142857
0.793650793650794	0.920634920634921	0.920634920634921	0.904761904761905	0.920634920634921	0.920634920634921	0.825396825396825	0.777777777777778	0.825396825396825	0.777777777777778	0.80952380952381	0.80952380952381	0.80952380952381	0.857142857142857	0.825396825396825	0.793650793650794	0.761904761904762	0.841269841269841	0.80952380952381	0.80952380952381	0.80952380952381
0.80952380952381	0.873015873015873	0.904761904761905	0.920634920634921	0.904761904761905	0.920634920634921	0.841269841269841	0.857142857142857	0.825396825396825	0.857142857142857	0.841269841269841	0.841269841269841	0.873015873015873	0.873015873015873	0.873015873015873	0.857142857142857	0.825396825396825	0.857142857142857	0.825396825396825	0.857142857142857	0.825396825396825
0.761904761904762	0.873015873015873	0.888888888888889	0.888888888888889	0.904761904761905	0.888888888888889	0.873015873015873	0.873015873015873	0.793650793650794	0.841269841269841	0.825396825396825	0.793650793650794	0.793650793650794	0.825396825396825	0.825396825396825	0.841269841269841	0.857142857142857	0.793650793650794	0.857142857142857	0.857142857142857	0.825396825396825
0.746031746031746	0.825396825396825	0.857142857142857	0.841269841269841	0.857142857142857	0.857142857142857	0.761904761904762	0.825396825396825	0.793650793650794	0.793650793650794	0.80952380952381	0.746031746031746	0.73015873015873	0.746031746031746	0.777777777777778	0.761904761904762	0.761904761904762	0.761904761904762	0.841269841269841	0.80952380952381	0.825396825396825
0.793650793650794	0.793650793650794	0.920634920634921	0.920634920634921	0.920634920634921	0.920634920634921	0.888888888888889	0.888888888888889	0.888888888888889	0.904761904761905	0.873015873015873	0.857142857142857	0.857142857142857	0.888888888888889	0.825396825396825	0.825396825396825	0.857142857142857	0.841269841269841	0.888888888888889	0.873015873015873	0.873015873015873
0.825396825396825	0.825396825396825	0.841269841269841	0.841269841269841	0.857142857142857	0.888888888888889	0.841269841269841	0.80952380952381	0.825396825396825	0.825396825396825	0.80952380952381	0.857142857142857	0.857142857142857	0.873015873015873	0.825396825396825	0.873015873015873	0.841269841269841	0.873015873015873	0.857142857142857	0.857142857142857	0.857142857142857
0.761904761904762	0.888888888888889	0.841269841269841	0.888888888888889	0.920634920634921	0.904761904761905	0.857142857142857	0.825396825396825	0.857142857142857	0.841269841269841	0.841269841269841	0.841269841269841	0.841269841269841	0.841269841269841	0.825396825396825	0.888888888888889	0.841269841269841	0.841269841269841	0.873015873015873	0.857142857142857	0.857142857142857
0.761904761904762	0.857142857142857	0.888888888888889	0.920634920634921	0.920634920634921	0.904761904761905	0.841269841269841	0.841269841269841	0.825396825396825	0.857142857142857	0.825396825396825	0.825396825396825	0.825396825396825	0.873015873015873	0.825396825396825	0.857142857142857	0.857142857142857	0.825396825396825	0.825396825396825	0.841269841269841	0.841269841269841
0.825396825396825	0.857142857142857	0.904761904761905	0.920634920634921	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.888888888888889	0.873015873015873	0.920634920634921	0.857142857142857	0.841269841269841	0.80952380952381	0.841269841269841	0.825396825396825	0.825396825396825	0.857142857142857	0.857142857142857	0.857142857142857	0.841269841269841
0.73015873015873	0.904761904761905	0.873015873015873	0.888888888888889	0.904761904761905	0.888888888888889	0.873015873015873	0.825396825396825	0.825396825396825	0.793650793650794	0.793650793650794	0.777777777777778	0.746031746031746	0.793650793650794	0.777777777777778	0.825396825396825	0.793650793650794	0.825396825396825	0.80952380952381	0.825396825396825	0.825396825396825
0.714285714285714	0.873015873015873	0.904761904761905	0.888888888888889	0.904761904761905	0.904761904761905	0.841269841269841	0.841269841269841	0.873015873015873	0.857142857142857	0.873015873015873	0.793650793650794	0.841269841269841	0.80952380952381	0.80952380952381	0.793650793650794	0.825396825396825	0.841269841269841	0.841269841269841	0.841269841269841	0.841269841269841
0.873015873015873	0.888888888888889	0.873015873015873	0.888888888888889	0.888888888888889	0.857142857142857	0.873015873015873	0.888888888888889	0.873015873015873	0.873015873015873	0.920634920634921	0.888888888888889	0.873015873015873	0.888888888888889	0.888888888888889	0.888888888888889	0.873015873015873	0.873015873015873	0.904761904761905	0.873015873015873	0.904761904761905
0.714285714285714	0.857142857142857	0.857142857142857	0.904761904761905	0.904761904761905	0.873015873015873	0.920634920634921	0.873015873015873	0.873015873015873	0.873015873015873	0.857142857142857	0.80952380952381	0.825396825396825	0.746031746031746	0.841269841269841	0.777777777777778	0.841269841269841	0.873015873015873	0.825396825396825	0.873015873015873	0.825396825396825
0.793650793650794	0.761904761904762	0.825396825396825	0.841269841269841	0.857142857142857	0.841269841269841	0.825396825396825	0.857142857142857	0.873015873015873	0.841269841269841	0.857142857142857	0.80952380952381	0.825396825396825	0.873015873015873	0.841269841269841	0.857142857142857	0.841269841269841	0.873015873015873	0.841269841269841	0.857142857142857	0.873015873015873
0.746031746031746	0.80952380952381	0.873015873015873	0.888888888888889	0.857142857142857	0.873015873015873	0.888888888888889	0.873015873015873	0.841269841269841	0.857142857142857	0.873015873015873	0.841269841269841	0.793650793650794	0.80952380952381	0.80952380952381	0.825396825396825	0.857142857142857	0.825396825396825	0.873015873015873	0.841269841269841	0.857142857142857
0.873015873015873	0.888888888888889	0.920634920634921	0.920634920634921	0.904761904761905	0.920634920634921	0.873015873015873	0.825396825396825	0.857142857142857	0.841269841269841	0.857142857142857	0.841269841269841	0.80952380952381	0.841269841269841	0.873015873015873	0.888888888888889	0.80952380952381	0.825396825396825	0.825396825396825	0.825396825396825	0.841269841269841
0.793650793650794	0.888888888888889	0.920634920634921	0.920634920634921	0.888888888888889	0.904761904761905	0.857142857142857	0.841269841269841	0.857142857142857	0.873015873015873	0.857142857142857	0.873015873015873	0.841269841269841	0.841269841269841	0.857142857142857	0.825396825396825	0.80952380952381	0.825396825396825	0.841269841269841	0.825396825396825	0.80952380952381
0.825396825396825	0.888888888888889	0.904761904761905	0.904761904761905	0.904761904761905	0.904761904761905	0.841269841269841	0.825396825396825	0.825396825396825	0.746031746031746	0.793650793650794	0.873015873015873	0.841269841269841	0.825396825396825	0.857142857142857	0.841269841269841	0.873015873015873	0.841269841269841	0.873015873015873	0.873015873015873	0.841269841269841
0.746031746031746	0.857142857142857	0.873015873015873	0.904761904761905	0.888888888888889	0.873015873015873	0.793650793650794	0.825396825396825	0.777777777777778	0.857142857142857	0.777777777777778	0.841269841269841	0.80952380952381	0.841269841269841	0.80952380952381	0.825396825396825	0.761904761904762	0.825396825396825	0.80952380952381	0.80952380952381	0.793650793650794
0.777777777777778	0.888888888888889	0.888888888888889	0.873015873015873	0.888888888888889	0.888888888888889	0.857142857142857	0.80952380952381	0.825396825396825	0.80952380952381	0.841269841269841	0.793650793650794	0.841269841269841	0.841269841269841	0.841269841269841	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.841269841269841	0.857142857142857
0.80952380952381	0.857142857142857	0.857142857142857	0.873015873015873	0.873015873015873	0.888888888888889	0.873015873015873	0.80952380952381	0.80952380952381	0.777777777777778	0.777777777777778	0.825396825396825	0.825396825396825	0.80952380952381	0.777777777777778	0.825396825396825	0.80952380952381	0.80952380952381	0.80952380952381	0.857142857142857	0.841269841269841
0.80952380952381	0.873015873015873	0.920634920634921	0.904761904761905	0.920634920634921	0.904761904761905	0.841269841269841	0.841269841269841	0.857142857142857	0.841269841269841	0.841269841269841	0.793650793650794	0.825396825396825	0.793650793650794	0.777777777777778	0.793650793650794	0.825396825396825	0.825396825396825	0.857142857142857	0.841269841269841	0.857142857142857
0.793650793650794	0.888888888888889	0.920634920634921	0.920634920634921	0.873015873015873	0.904761904761905	0.873015873015873	0.873015873015873	0.873015873015873	0.857142857142857	0.873015873015873	0.857142857142857	0.825396825396825	0.873015873015873	0.80952380952381	0.825396825396825	0.825396825396825	0.825396825396825	0.825396825396825	0.825396825396825	0.841269841269841
0.793650793650794	0.904761904761905	0.888888888888889	0.857142857142857	0.888888888888889	0.888888888888889	0.904761904761905	0.841269841269841	0.857142857142857	0.873015873015873	0.825396825396825	0.873015873015873	0.904761904761905	0.888888888888889	0.825396825396825	0.873015873015873	0.841269841269841	0.920634920634921	0.888888888888889	0.904761904761905	0.873015873015873
0.746031746031746	0.857142857142857	0.904761904761905	0.873015873015873	0.873015873015873	0.873015873015873	0.888888888888889	0.841269841269841	0.793650793650794	0.825396825396825	0.793650793650794	0.825396825396825	0.793650793650794	0.80952380952381	0.80952380952381	0.825396825396825	0.80952380952381	0.761904761904762	0.80952380952381	0.857142857142857	0.825396825396825
0.80952380952381	0.873015873015873	0.888888888888889	0.873015873015873	0.888888888888889	0.888888888888889	0.873015873015873	0.857142857142857	0.857142857142857	0.825396825396825	0.825396825396825	0.825396825396825	0.80952380952381	0.80952380952381	0.825396825396825	0.825396825396825	0.904761904761905	0.841269841269841	0.777777777777778	0.873015873015873	0.841269841269841
0.825396825396825	0.857142857142857	0.857142857142857	0.888888888888889	0.857142857142857	0.888888888888889	0.873015873015873	0.841269841269841	0.841269841269841	0.80952380952381	0.825396825396825	0.825396825396825	0.888888888888889	0.857142857142857	0.888888888888889	0.888888888888889	0.841269841269841	0.841269841269841	0.873015873015873	0.857142857142857	0.873015873015873
0.761904761904762	0.920634920634921	0.904761904761905	0.920634920634921	0.920634920634921	0.920634920634921	0.857142857142857	0.825396825396825	0.873015873015873	0.841269841269841	0.857142857142857	0.873015873015873	0.825396825396825	0.841269841269841	0.80952380952381	0.825396825396825	0.841269841269841	0.841269841269841	0.841269841269841	0.857142857142857	0.841269841269841
0.80952380952381	0.841269841269841	0.888888888888889	0.857142857142857	0.873015873015873	0.873015873015873	0.873015873015873	0.888888888888889	0.841269841269841	0.825396825396825	0.841269841269841	0.857142857142857	0.873015873015873	0.841269841269841	0.873015873015873	0.873015873015873	0.873015873015873	0.857142857142857	0.841269841269841	0.873015873015873	0.825396825396825
0.777777777777778	0.80952380952381	0.857142857142857	0.873015873015873	0.857142857142857	0.873015873015873	0.873015873015873	0.841269841269841	0.873015873015873	0.825396825396825	0.857142857142857	0.904761904761905	0.825396825396825	0.841269841269841	0.873015873015873	0.841269841269841	0.825396825396825	0.873015873015873	0.873015873015873	0.857142857142857	0.857142857142857
0.761904761904762	0.873015873015873	0.888888888888889	0.888888888888889	0.873015873015873	0.888888888888889	0.857142857142857	0.873015873015873	0.873015873015873	0.841269841269841	0.888888888888889	0.841269841269841	0.857142857142857	0.873015873015873	0.857142857142857	0.873015873015873	0.841269841269841	0.841269841269841	0.873015873015873	0.873015873015873	0.857142857142857
0.793650793650794	0.857142857142857	0.873015873015873	0.873015873015873	0.888888888888889	0.873015873015873	0.80952380952381	0.841269841269841	0.793650793650794	0.841269841269841	0.825396825396825	0.761904761904762	0.80952380952381	0.825396825396825	0.825396825396825	0.80952380952381	0.777777777777778	0.841269841269841	0.793650793650794	0.80952380952381	0.825396825396825
0.841269841269841	0.857142857142857	0.873015873015873	0.873015873015873	0.873015873015873	0.857142857142857	0.841269841269841	0.841269841269841	0.825396825396825	0.825396825396825	0.841269841269841	0.80952380952381	0.841269841269841	0.873015873015873	0.825396825396825	0.857142857142857	0.888888888888889	0.825396825396825	0.841269841269841	0.825396825396825	0.841269841269841
0.793650793650794	0.873015873015873	0.888888888888889	0.857142857142857	0.873015873015873	0.873015873015873	0.841269841269841	0.857142857142857	0.888888888888889	0.857142857142857	0.841269841269841	0.80952380952381	0.841269841269841	0.857142857142857	0.841269841269841	0.841269841269841	0.80952380952381	0.793650793650794	0.825396825396825	0.857142857142857	0.825396825396825
0.793650793650794	0.873015873015873	0.873015873015873	0.841269841269841	0.873015873015873	0.873015873015873	0.793650793650794	0.80952380952381	0.873015873015873	0.825396825396825	0.841269841269841	0.793650793650794	0.825396825396825	0.793650793650794	0.825396825396825	0.793650793650794	0.793650793650794	0.80952380952381	0.80952380952381	0.793650793650794	0.825396825396825
0.873015873015873	0.888888888888889	0.920634920634921	0.904761904761905	0.920634920634921	0.904761904761905	0.873015873015873	0.873015873015873	0.904761904761905	0.904761904761905	0.904761904761905	0.873015873015873	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.904761904761905	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889
0.761904761904762	0.888888888888889	0.920634920634921	0.888888888888889	0.920634920634921	0.920634920634921	0.873015873015873	0.873015873015873	0.841269841269841	0.888888888888889	0.841269841269841	0.80952380952381	0.873015873015873	0.857142857142857	0.825396825396825	0.825396825396825	0.841269841269841	0.825396825396825	0.841269841269841	0.825396825396825	0.841269841269841
0.73015873015873	0.873015873015873	0.888888888888889	0.857142857142857	0.873015873015873	0.888888888888889	0.857142857142857	0.841269841269841	0.80952380952381	0.777777777777778	0.793650793650794	0.793650793650794	0.746031746031746	0.793650793650794	0.80952380952381	0.825396825396825	0.761904761904762	0.841269841269841	0.80952380952381	0.825396825396825	0.825396825396825
0.761904761904762	0.888888888888889	0.857142857142857	0.857142857142857	0.888888888888889	0.888888888888889	0.825396825396825	0.825396825396825	0.825396825396825	0.80952380952381	0.857142857142857	0.873015873015873	0.841269841269841	0.841269841269841	0.825396825396825	0.857142857142857	0.80952380952381	0.873015873015873	0.873015873015873	0.841269841269841	0.857142857142857
0.793650793650794	0.873015873015873	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.857142857142857	0.825396825396825	0.841269841269841	0.841269841269841	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857	0.793650793650794	0.841269841269841	0.841269841269841	0.873015873015873	0.873015873015873	0.841269841269841	0.873015873015873
0.761904761904762	0.841269841269841	0.920634920634921	0.904761904761905	0.873015873015873	0.888888888888889	0.857142857142857	0.793650793650794	0.841269841269841	0.777777777777778	0.793650793650794	0.841269841269841	0.80952380952381	0.841269841269841	0.841269841269841	0.841269841269841	0.841269841269841	0.825396825396825	0.841269841269841	0.825396825396825	0.777777777777778
0.761904761904762	0.873015873015873	0.888888888888889	0.888888888888889	0.904761904761905	0.904761904761905	0.904761904761905	0.841269841269841	0.825396825396825	0.857142857142857	0.873015873015873	0.80952380952381	0.80952380952381	0.793650793650794	0.825396825396825	0.777777777777778	0.841269841269841	0.80952380952381	0.857142857142857	0.80952380952381	0.841269841269841
0.80952380952381	0.888888888888889	0.888888888888889	0.873015873015873	0.888888888888889	0.904761904761905	0.888888888888889	0.873015873015873	0.873015873015873	0.904761904761905	0.888888888888889	0.841269841269841	0.825396825396825	0.825396825396825	0.825396825396825	0.825396825396825	0.857142857142857	0.857142857142857	0.857142857142857	0.841269841269841	0.841269841269841
0.698412698412698	0.936507936507937	0.904761904761905	0.904761904761905	0.904761904761905	0.920634920634921	0.825396825396825	0.825396825396825	0.80952380952381	0.793650793650794	0.777777777777778	0.80952380952381	0.80952380952381	0.80952380952381	0.777777777777778	0.80952380952381	0.761904761904762	0.80952380952381	0.825396825396825	0.857142857142857	0.857142857142857
0.714285714285714	0.777777777777778	0.841269841269841	0.841269841269841	0.888888888888889	0.857142857142857	0.80952380952381	0.793650793650794	0.825396825396825	0.80952380952381	0.793650793650794	0.761904761904762	0.746031746031746	0.80952380952381	0.825396825396825	0.80952380952381	0.793650793650794	0.80952380952381	0.777777777777778	0.80952380952381	0.825396825396825
0.73015873015873	0.888888888888889	0.873015873015873	0.841269841269841	0.841269841269841	0.857142857142857	0.873015873015873	0.857142857142857	0.841269841269841	0.825396825396825	0.793650793650794	0.761904761904762	0.80952380952381	0.80952380952381	0.825396825396825	0.80952380952381	0.73015873015873	0.825396825396825	0.825396825396825	0.793650793650794	0.841269841269841
0.761904761904762	0.857142857142857	0.904761904761905	0.904761904761905	0.904761904761905	0.904761904761905	0.888888888888889	0.873015873015873	0.825396825396825	0.825396825396825	0.825396825396825	0.80952380952381	0.777777777777778	0.841269841269841	0.825396825396825	0.841269841269841	0.825396825396825	0.825396825396825	0.841269841269841	0.825396825396825	0.825396825396825
0.714285714285714	0.841269841269841	0.904761904761905	0.888888888888889	0.873015873015873	0.904761904761905	0.841269841269841	0.793650793650794	0.80952380952381	0.841269841269841	0.825396825396825	0.761904761904762	0.777777777777778	0.761904761904762	0.793650793650794	0.80952380952381	0.73015873015873	0.777777777777778	0.777777777777778	0.825396825396825	0.777777777777778
0.825396825396825	0.857142857142857	0.873015873015873	0.873015873015873	0.873015873015873	0.873015873015873	0.873015873015873	0.904761904761905	0.904761904761905	0.888888888888889	0.857142857142857	0.857142857142857	0.857142857142857	0.873015873015873	0.920634920634921	0.888888888888889	0.873015873015873	0.888888888888889	0.873015873015873	0.904761904761905	0.888888888888889
0.80952380952381	0.904761904761905	0.920634920634921	0.904761904761905	0.904761904761905	0.904761904761905	0.857142857142857	0.841269841269841	0.857142857142857	0.841269841269841	0.873015873015873	0.857142857142857	0.857142857142857	0.841269841269841	0.841269841269841	0.857142857142857	0.857142857142857	0.857142857142857	0.841269841269841	0.841269841269841	0.873015873015873
0.73015873015873	0.825396825396825	0.873015873015873	0.888888888888889	0.888888888888889	0.841269841269841	0.857142857142857	0.841269841269841	0.873015873015873	0.857142857142857	0.825396825396825	0.825396825396825	0.825396825396825	0.793650793650794	0.793650793650794	0.80952380952381	0.777777777777778	0.777777777777778	0.825396825396825	0.80952380952381	0.80952380952381
